marque,modele,version,prix,annee,date,motor,kilometrage,boite de vitesse,code postal,etat
Porsche,Cayenne,,11000,2004,22/02/2020,Essence,133200,Automatique,30210,<150000km
Porsche,911,,54780,2002,09/03/2020,Essence,115000,Manuelle,44350,<150000km
Porsche,Cayenne,,18990,2007,09/03/2020,Essence,101150,Automatique,22300,<150000km
Porsche,Boxster,,10880,2001,09/03/2020,Essence,91000,Manuelle,62170,<150000km
Porsche,911,,65900,2010,22/02/2020,Essence,96033,Manuelle,6270,<150000km
Porsche,Cayenne,,23000,2010,09/03/2020,Diesel,153000,Automatique,59223,<250000km
Porsche,Cayman,,28590,2006,09/03/2020,Essence,112000,Manuelle,31130,<150000km
Porsche,Boxster,,27500,2009,09/03/2020,Essence,50450,Automatique,69300,<150000km
Porsche,928,,5800,1981,09/03/2020,Essence,100000,Manuelle,34420,<150000km
Porsche,911,,26700,2000,09/03/2020,Essence,176640,Manuelle,26500,<250000km
Porsche,911,,49990,2008,03/03/2020,Essence,25552,Manuelle,31880,<50000km
Porsche,Cayenne,,12490,2005,09/03/2020,Essence,146000,Automatique,83130,<150000km
Porsche,Cayenne,,13500,2006,09/03/2020,Essence,120000,Manuelle,62300,<150000km
Porsche,Cayenne,,14990,2007,09/03/2020,Essence,140000,Automatique,20290,<150000km
Porsche,Boxster,,10990,1998,24/02/2020,Essence,135100,Automatique,95800,<150000km
Porsche,Cayenne,,31490,2010,25/02/2020,Essence,162000,Automatique,59146,<250000km
Porsche,944,,17900,1984,09/03/2020,Essence,128698,Manuelle,42320,<150000km
Porsche,911,,180000,1977,10/02/2020,Essence,116000,Manuelle,33000,<150000km
Porsche,911,,29900,2001,09/03/2020,Essence,68000,Automatique,31200,<150000km
Porsche,911,,57500,2009,09/03/2020,Essence,80000,Manuelle,42000,<150000km
Porsche,Carrera Gt,,850000,2004,09/03/2020,Essence,10500,Manuelle,6700,<50000km
Porsche,Boxster,,22500,2005,09/03/2020,Essence,85100,Manuelle,69480,<150000km
Porsche,Cayenne,,64900,2010,09/03/2020,Essence,87900,Automatique,6400,<150000km
Porsche,Cayenne,,20000,2009,09/03/2020,Essence,160000,Automatique,34800,<250000km
Porsche,Boxster,,24000,2005,09/03/2020,Essence,59000,Manuelle,57970,<150000km
Porsche,Panamera,,37490,2010,19/11/2019,Essence,123475,Automatique,91940,<150000km
Porsche,911,,24890,1998,09/03/2020,Essence,157900,Manuelle,67600,<250000km
Porsche,Cayenne,,27500,2010,16/02/2020,Diesel,105000,Automatique,6250,<150000km
Porsche,911,,119911,1989,09/03/2020,Essence,181500,Manuelle,6700,<250000km
Porsche,911,,125993,1996,09/03/2020,Essence,133000,Manuelle,6700,<150000km
Porsche,911,,37990,2005,09/03/2020,Essence,114980,Manuelle,51100,<150000km
Porsche,911,,55000,1981,09/03/2020,Essence,15000,Manuelle,40000,<50000km
Porsche,911,,66997,2009,04/03/2020,Essence,39997,Manuelle,89600,<50000km
Porsche,911,,58500,1982,09/03/2020,Essence,160000,Manuelle,25600,<250000km
Porsche,911,,21700,1999,09/03/2020,Essence,165000,Automatique,85320,<250000km
Porsche,911,,44990,2006,09/03/2020,Essence,68000,Manuelle,42120,<150000km
Porsche,911,,26500,2001,09/03/2020,Essence,134000,Manuelle,59270,<150000km
Porsche,911,,13500,2006,21/01/2020,Essence,84782,Automatique,71210,<150000km
Porsche,Cayman,,23990,2006,01/10/2019,Essence,84503,Manuelle,44470,<150000km
Porsche,944,,20944,1989,09/03/2020,Essence,190000,Manuelle,74000,<250000km
Porsche,Cayenne,,4200,2005,09/03/2020,Essence,176000,Automatique,95320,<250000km
Porsche,Cayenne,,3990,2005,27/01/2020,Essence,112234,Automatique,71210,<150000km
Porsche,944,,13000,1986,09/03/2020,Essence,100000,Manuelle,68570,<150000km
Porsche,Cayenne,,4900,2007,23/01/2020,Essence,150000,Automatique,71210,<250000km
Porsche,944,,24990,1987,09/03/2020,Essence,102000,Manuelle,44500,<150000km
Porsche,911,,78000,2010,09/03/2020,Essence,73000,Manuelle,67640,<150000km
Porsche,911,,47000,1986,09/03/2020,Essence,140000,Manuelle,44115,<150000km
Porsche,911,,120000,1988,21/01/2020,Essence,115000,Manuelle,69310,<150000km
Porsche,911,,76800,2007,09/03/2020,Essence,76200,Manuelle,73420,<150000km
Porsche,911,,69400,2004,09/03/2020,Essence,121490,Manuelle,25600,<150000km
Porsche,911,,46000,1988,09/03/2020,Essence,128000,Manuelle,77580,<150000km
Porsche,911,,61000,2009,07/03/2020,Essence,99450,Automatique,78100,<150000km
Porsche,924,,7890,1982,09/03/2020,Essence,133800,Manuelle,59780,<150000km
Porsche,Cayenne,,15490,2007,20/02/2020,Essence,129650,Manuelle,12000,<150000km
Porsche,911,,195000,1997,13/01/2020,Essence,29900,Manuelle,75015,<50000km
Porsche,Cayenne,,12990,2006,17/02/2020,Essence,138000,Automatique,69150,<150000km
Porsche,911,,45900,2009,30/10/2019,Essence,111000,Manuelle,6250,<150000km
Porsche,911,,69990,2006,18/11/2019,Essence,82000,Automatique,66100,<150000km
Porsche,Boxster,,29550,2004,08/03/2020,Essence,88000,Manuelle,78190,<150000km
Porsche,911,,24500,2001,08/03/2020,Essence,112000,Manuelle,20090,<150000km
Porsche,944,,12000,1985,08/03/2020,Essence,232000,Manuelle,92330,<250000km
Porsche,924,,4000,1981,08/03/2020,Essence,87000,Manuelle,49260,<150000km
Porsche,911,,29000,2000,08/03/2020,Essence,95000,Automatique,35400,<150000km
Porsche,Cayman,,22500,2006,08/03/2020,Essence,78700,Automatique,33170,<150000km
Porsche,944,,7000,1983,08/03/2020,Essence,55000,Manuelle,65220,<150000km
Porsche,928,,24928,1985,08/03/2020,Essence,125717,Automatique,51100,<150000km
Porsche,911,,40900,2001,08/03/2020,Essence,92000,Automatique,81290,<150000km
Porsche,911,,28000,1999,08/03/2020,Essence,135000,Automatique,76340,<150000km
Porsche,Cayenne,,10600,2004,08/03/2020,Essence,225000,Automatique,64510,<250000km
Porsche,944,,9000,1985,08/03/2020,Essence,180000,Manuelle,35320,<250000km
Porsche,911,,45000,2007,08/03/2020,Essence,102633,Manuelle,6400,<150000km
Porsche,911,,90000,1997,08/03/2020,Essence,93200,Manuelle,66000,<150000km
Porsche,911,,25500,1999,08/03/2020,Essence,125000,Manuelle,59000,<150000km
Porsche,911,,39000,1985,08/03/2020,Essence,130000,Manuelle,57880,<150000km
Porsche,911,,71500,2008,08/03/2020,Essence,61500,Automatique,95450,<150000km
Porsche,Boxster,,12500,1997,08/03/2020,Essence,116000,Manuelle,71000,<150000km
Porsche,Boxster,,22900,2003,08/03/2020,Essence,72000,Automatique,91470,<150000km
Porsche,911,,29990,2002,08/03/2020,Essence,105000,Manuelle,40130,<150000km
Porsche,911,,25996,2001,08/03/2020,Essence,169800,Manuelle,83000,<250000km
Porsche,Panamera,,29800,2010,13/11/2019,Essence,194400,Automatique,6250,<250000km
Porsche,911,,53990,2009,09/01/2020,Essence,55950,Automatique,60740,<150000km
Porsche,928,,27000,1987,08/03/2020,Essence,207800,Manuelle,3100,<250000km
Porsche,Cayenne,,21990,2008,08/03/2020,Essence,94500,Automatique,2470,<150000km
Porsche,911,,12000,1973,08/03/2020,Essence,100,Manuelle,95100,<5000km
Porsche,911,,52000,2005,08/03/2020,Essence,116000,Manuelle,17200,<150000km
Porsche,Boxster,,13000,2005,08/03/2020,Essence,140000,Manuelle,59600,<150000km
Porsche,944,,13900,1985,08/03/2020,Essence,208323,Manuelle,41370,<250000km
Porsche,Cayenne,,15000,2006,08/03/2020,Essence,102000,Automatique,6130,<150000km
Porsche,944,,6300,1985,08/03/2020,Essence,127000,Manuelle,70100,<150000km
Porsche,Panamera,,31990,2010,11/02/2020,Essence,159300,Automatique,33320,<250000km
Porsche,911,,42500,1990,08/03/2020,Essence,205000,Manuelle,84300,<250000km
Porsche,Cayman,,40000,2008,08/03/2020,Essence,60000,Manuelle,25000,<150000km
Porsche,Boxster,,12500,1997,08/03/2020,Essence,134000,Manuelle,11370,<150000km
Porsche,Cayenne,,15800,2009,08/03/2020,Diesel,220000,Automatique,45000,<250000km
Porsche,911,,15990,1999,08/03/2020,Essence,1,Automatique,39700,<5000km
Porsche,Cayenne,,11500,2004,08/03/2020,Essence,210000,Automatique,2500,<250000km
Porsche,911,,45000,1992,08/03/2020,Essence,111000,Manuelle,59930,<150000km
Porsche,911,,33000,1974,08/03/2020,Essence,160000,Manuelle,59113,<250000km
Porsche,Cayenne,,13500,2009,08/03/2020,Diesel,260000,Automatique,75001,+250000km
Porsche,911,,180000,1983,08/03/2020,Essence,1000,Manuelle,13001,<5000km
Porsche,911,,35500,2003,08/03/2020,Essence,133000,Automatique,57000,<150000km
Porsche,911,,54900,2007,08/03/2020,Essence,82042,Manuelle,45300,<150000km
Porsche,911,,35000,2000,08/03/2020,Essence,212000,Automatique,76000,<250000km
Porsche,911,,50900,1994,08/03/2020,Essence,142000,Manuelle,92800,<150000km
Porsche,Autres,,10500,1974,08/03/2020,Essence,100000,Manuelle,30100,<150000km
Porsche,Cayman,,25987,2006,08/03/2020,Essence,79000,Manuelle,59000,<150000km
Porsche,911,,29990,2002,21/01/2020,Essence,112000,Automatique,40130,<150000km
Porsche,911,,25990,1999,19/01/2020,Essence,144000,Automatique,40130,<150000km
Porsche,911,,55000,1995,08/03/2020,Essence,170000,Manuelle,83700,<250000km
Porsche,Panamera,,44000,2010,08/03/2020,Essence,99990,Automatique,24450,<150000km
Porsche,911,,48000,2008,08/03/2020,Essence,96000,Manuelle,24450,<150000km
Porsche,968,,38000,1995,23/06/2018,Essence,154626,Manuelle,81600,<250000km
Porsche,911,,44000,2003,08/03/2020,Essence,119500,Manuelle,76000,<150000km
Porsche,911,,60000,2000,08/03/2020,Essence,87000,Manuelle,66700,<150000km
Porsche,Boxster,,21000,2006,01/02/2020,Essence,72000,Manuelle,57100,<150000km
Porsche,Boxster,,36986,2004,07/03/2020,Essence,59750,Manuelle,79000,<150000km
Porsche,Cayenne,,15500,2005,07/03/2020,Essence,125840,Automatique,68570,<150000km
Porsche,Boxster,,10000,2000,10/02/2020,Essence,132940,Manuelle,12000,<150000km
Porsche,911,,16000,2001,07/03/2020,Essence,186829,Automatique,12000,<250000km
Porsche,Cayenne,,8200,2004,07/03/2020,Autre,186000,Automatique,59114,<250000km
Porsche,Cayenne,,36000,2010,07/03/2020,Essence,105000,Automatique,94700,<150000km
Porsche,911,,44900,1986,07/03/2020,Essence,188400,Manuelle,94240,<250000km
Porsche,911,,23490,1998,07/03/2020,Essence,172000,Manuelle,78000,<250000km
Porsche,911,,38000,2004,07/03/2020,Essence,122000,Automatique,77580,<150000km
Porsche,Cayenne,,19900,2009,07/03/2020,Diesel,124500,Automatique,1000,<150000km
Porsche,911,,29900,2003,07/03/2020,Essence,106000,Automatique,57570,<150000km
Porsche,Boxster,,15900,1997,07/03/2020,Essence,67200,Manuelle,91170,<150000km
Porsche,911,,34900,2003,07/03/2020,Essence,105000,Manuelle,87000,<150000km
Porsche,Cayenne,,14990,2007,07/03/2020,Essence,174014,Automatique,81000,<250000km
Porsche,Autres,,42000,2000,07/03/2020,Essence,145000,Manuelle,74150,<150000km
Porsche,911,,24900,2002,07/03/2020,Essence,185500,Manuelle,17230,<250000km
Porsche,Boxster,,15900,2001,07/03/2020,Essence,120000,Manuelle,46090,<150000km
Porsche,Cayenne,,14490,2007,07/03/2020,Essence,160500,Automatique,45400,<250000km
Porsche,911,,48900,2006,07/03/2020,Essence,72850,Manuelle,73100,<150000km
Porsche,911,,69900,2007,07/03/2020,Essence,88000,Manuelle,58400,<150000km
Porsche,911,,59800,2006,22/01/2020,Essence,68000,Manuelle,34300,<150000km
Porsche,Cayenne,,22990,2008,07/03/2020,Essence,25706,Automatique,33140,<50000km
Porsche,911,,89000,2009,07/03/2020,Essence,56000,Manuelle,87000,<150000km
Porsche,Cayenne,,15500,2005,07/03/2020,Essence,167000,Automatique,45320,<250000km
Porsche,911,,44490,2006,07/03/2020,Essence,123000,Automatique,59590,<150000km
Porsche,911,,42500,2004,07/02/2020,Essence,88000,Manuelle,93700,<150000km
Porsche,Boxster,,25990,2006,06/09/2019,Essence,87500,Manuelle,67700,<150000km
Porsche,Cayenne,,21000,2007,07/03/2020,Essence,121000,Automatique,25690,<150000km
Porsche,Boxster,,26790,2006,07/03/2020,Essence,91300,Manuelle,72200,<150000km
Porsche,Boxster,,23000,2005,07/03/2020,Essence,57880,Automatique,74300,<150000km
Porsche,928,,16000,1985,07/03/2020,Essence,178280,Automatique,88130,<250000km
Porsche,911,,47900,2006,06/02/2020,Essence,111337,Automatique,44300,<150000km
Porsche,Autres,,22500,1970,07/03/2020,Essence,75000,Manuelle,59000,<150000km
Porsche,Cayman,,26000,2006,19/02/2020,Essence,122350,Manuelle,31200,<150000km
Porsche,911,,22990,2000,14/02/2020,Essence,173000,Automatique,59229,<250000km
Porsche,944,,12000,1986,07/03/2020,Essence,210000,Manuelle,67650,<250000km
Porsche,911,,54500,1996,07/03/2020,Essence,151000,Manuelle,75008,<250000km
Porsche,928,,22500,1987,28/01/2020,Essence,121000,Automatique,60250,<150000km
Porsche,911,,45000,1993,07/03/2020,Essence,185000,Automatique,6220,<250000km
Porsche,911,,59900,2009,01/02/2020,Essence,50550,Manuelle,67500,<150000km
Porsche,911,,38900,2002,01/02/2020,Essence,95044,Manuelle,67500,<150000km
Porsche,Cayman,,42987,2009,07/03/2020,Essence,82000,Manuelle,76000,<150000km
Porsche,911,,52990,1996,06/02/2020,Essence,133950,Manuelle,6200,<150000km
Porsche,944,,11000,1985,07/03/2020,Essence,218000,Manuelle,56340,<250000km
Porsche,911,,52990,2005,07/03/2020,Essence,76100,Automatique,51430,<150000km
Porsche,Panamera,,49990,2009,03/02/2020,Essence,105223,Automatique,33320,<150000km
Porsche,Boxster,,74900,2010,07/03/2020,Essence,52500,Manuelle,6110,<150000km
Porsche,911,,29990,2003,28/01/2020,Essence,123000,Manuelle,13770,<150000km
Porsche,Panamera,,44990,2010,01/03/2019,Essence,97000,Automatique,25300,<150000km
Porsche,Cayenne,,10000,2004,07/03/2020,Essence,189000,Automatique,6400,<250000km
Porsche,Boxster,,15999,1997,07/03/2020,Essence,136000,Automatique,45340,<150000km
Porsche,911,,32800,2004,17/02/2020,Essence,116650,Manuelle,58000,<150000km
Porsche,Panamera,,47000,2010,07/03/2020,Essence,97000,Automatique,57940,<150000km
Porsche,911,,30000,2006,07/03/2020,Essence,155000,Automatique,84390,<250000km
Porsche,Cayenne,,11990,2007,06/03/2020,Essence,181000,Automatique,69600,<250000km
Porsche,928,,7500,1984,06/03/2020,Essence,278000,Automatique,13810,+250000km
Porsche,911,,180000,1994,29/01/2020,Essence,101000,Manuelle,75116,<150000km
Porsche,Cayenne,,13900,2005,06/03/2020,Essence,250000,Automatique,6400,+250000km
Porsche,911,,32000,1997,06/03/2020,Essence,140500,Manuelle,58000,<150000km
Porsche,Cayenne,,22990,2007,15/02/2020,Essence,150000,Automatique,83300,<250000km
Porsche,Cayenne,,16800,2009,06/03/2020,Essence,176000,Automatique,72400,<250000km
Porsche,911,,39900,2007,06/03/2020,Essence,107393,Manuelle,51100,<150000km
Porsche,Cayenne,,13500,2004,06/03/2020,Essence,185000,Automatique,25000,<250000km
Porsche,Boxster,,20990,2002,06/03/2020,Essence,52531,Manuelle,76280,<150000km
Porsche,924,,4500,1978,06/03/2020,Essence,770000,Manuelle,13810,+250000km
Porsche,Autres,,21690,1972,25/01/2020,Essence,99900,Manuelle,63100,<150000km
Porsche,Cayenne,,12490,2008,06/03/2020,Essence,234000,Automatique,92500,<250000km
Porsche,Panamera,,37000,2010,31/01/2020,Essence,85000,Automatique,13008,<150000km
Porsche,Boxster,,7200,2001,06/03/2020,Essence,230000,Manuelle,53810,<250000km
Porsche,911,,85000,1996,06/03/2020,Essence,60000,Manuelle,84000,<150000km
Porsche,911,,49996,2000,06/03/2020,Essence,135000,Manuelle,83000,<150000km
Porsche,911,,55990,1987,11/02/2020,Essence,190,Manuelle,6200,<5000km
Porsche,911,,58800,1983,14/02/2020,Essence,79500,Manuelle,16330,<150000km
Porsche,Cayenne,,16800,2004,06/03/2020,Essence,102500,Manuelle,34000,<150000km
Porsche,Cayman,,36900,2009,06/03/2020,Essence,40358,Manuelle,67118,<50000km
Porsche,924,,7990,1983,29/01/2020,Essence,95230,Manuelle,69400,<150000km
Porsche,911,,45000,1988,06/03/2020,Essence,300000,Manuelle,1120,+250000km
Porsche,911,,54990,1982,03/09/2019,Essence,220000,Manuelle,64140,<250000km
Porsche,911,,84900,1976,09/12/2018,Essence,45000,Manuelle,64140,<50000km
Porsche,Autres,,48500,1990,06/03/2020,Essence,165000,Manuelle,13920,<250000km
Porsche,911,,84990,1970,06/03/2020,Essence,32000,Manuelle,25460,<50000km
Porsche,911,,39000,2005,06/03/2020,Essence,20000,Automatique,40510,<50000km
Porsche,Panamera,,37990,2010,06/03/2020,Essence,98500,Automatique,44600,<150000km
Porsche,Cayenne,,23900,2008,06/03/2020,Essence,165000,Automatique,64000,<250000km
Porsche,Boxster,,23000,2005,06/03/2020,Essence,46000,Manuelle,77260,<50000km
Porsche,Carrera,,40000,2005,06/03/2020,Essence,140000,Manuelle,84000,<150000km
Porsche,911,,78000,1995,06/03/2020,Essence,101900,Manuelle,75007,<150000km
Porsche,911,,153000,1983,06/03/2020,Essence,149500,Manuelle,1220,<150000km
Porsche,911,,23990,2006,11/02/2020,Essence,141500,Manuelle,91320,<150000km
Porsche,911,,74900,2009,29/02/2020,Essence,62000,Automatique,31340,<150000km
Porsche,Autres,,29990,1974,06/03/2020,Essence,142000,Manuelle,17640,<150000km
Porsche,928,,18500,1990,06/03/2020,Essence,183000,Automatique,75016,<250000km
Porsche,Boxster,,23970,2006,06/03/2020,Essence,109000,Manuelle,33260,<150000km
Porsche,911,,49900,2000,06/03/2020,Essence,132704,Manuelle,76150,<150000km
Porsche,911,,54990,2008,01/02/2020,Essence,49493,Manuelle,42600,<50000km
Porsche,911,,180000,1967,06/03/2020,Essence,10000,Manuelle,26000,<50000km
Porsche,Cayenne,,18500,2009,06/03/2020,Diesel,146000,Automatique,84000,<150000km
Porsche,911,,49000,1994,06/03/2020,Essence,202000,Manuelle,73800,<250000km
Porsche,Cayenne,,13900,2009,06/03/2020,Essence,249000,Automatique,13112,<250000km
Porsche,911,,78000,1971,06/03/2020,Essence,400,Manuelle,83580,<5000km
Porsche,Boxster,,17000,2002,06/03/2020,Essence,140000,Manuelle,92300,<150000km
Porsche,Cayenne,,23990,2008,11/02/2020,Essence,155000,Automatique,45110,<250000km
Porsche,Boxster,,18990,1998,06/03/2020,Essence,95500,Manuelle,51390,<150000km
Porsche,Boxster,,14000,1998,06/03/2020,Essence,151000,Manuelle,67117,<250000km
Porsche,928,,11000,1984,06/03/2020,Essence,117000,Automatique,62730,<150000km
Porsche,911,,138000,1980,06/03/2020,Essence,5551,Manuelle,25600,<50000km
Porsche,911,,63490,2009,05/02/2020,Essence,56000,Manuelle,34430,<150000km
Porsche,Cayenne,,18800,2007,20/02/2020,Essence,85200,Automatique,26600,<150000km
Porsche,911,,299000,2010,24/01/2020,Essence,24000,Manuelle,75016,<50000km
Porsche,944,,15000,1988,06/03/2020,Essence,230000,Manuelle,97450,<250000km
Porsche,911,,38000,2001,06/03/2020,Essence,56700,Automatique,68110,<150000km
Porsche,Cayenne,,26900,2010,07/02/2020,Essence,99900,Automatique,74100,<150000km
Porsche,928,,19500,1985,06/03/2020,Essence,154500,Manuelle,81500,<250000km
Porsche,911,,125000,1998,06/03/2020,Essence,27500,Manuelle,89140,<50000km
Porsche,Cayenne,,17990,2009,23/01/2020,Diesel,163600,Automatique,50330,<250000km
Porsche,911,,31900,2000,13/02/2020,Essence,83337,Manuelle,51100,<150000km
Porsche,911,,49900,2006,29/01/2020,Essence,48270,Automatique,51100,<50000km
Porsche,911,,30490,2002,10/01/2020,Essence,145395,Manuelle,54700,<150000km
Porsche,911,,88990,1995,06/03/2020,Essence,93200,Manuelle,17640,<150000km
Porsche,911,,51000,2008,06/03/2020,Essence,81800,Manuelle,13210,<150000km
Porsche,944,,14000,1987,06/03/2020,Essence,10000,Manuelle,75019,<50000km
Porsche,911,,65000,1995,06/03/2020,Essence,170000,Manuelle,30100,<250000km
Porsche,911,,22000,2004,06/03/2020,Essence,237000,Automatique,60230,<250000km
Porsche,911,,27397,2000,06/03/2020,Essence,147800,Automatique,95390,<150000km
Porsche,911,,29990,1998,20/09/2019,Essence,151000,Automatique,78610,<250000km
Porsche,911,,28500,1998,06/03/2020,Essence,144000,Automatique,64320,<150000km
Porsche,911,,25000,2000,06/03/2020,Essence,15000,Automatique,50000,<50000km
Porsche,Cayenne,,20000,2007,05/03/2020,Essence,133000,Automatique,11230,<150000km
Porsche,911,,35000,2002,05/03/2020,Essence,105000,Automatique,97120,<150000km
Porsche,944,,17500,1990,05/03/2020,Essence,272000,Manuelle,13300,+250000km
Porsche,Carrera,,42000,2003,05/03/2020,Essence,71000,Manuelle,29200,<150000km
Porsche,911,,58000,1985,05/03/2020,Essence,160000,Manuelle,26000,<250000km
Porsche,Autres,,146700,2007,05/03/2020,Essence,7928,Automatique,67960,<50000km
Porsche,Cayenne,,18000,2009,07/02/2020,Diesel,135000,Automatique,10500,<150000km
Porsche,Carrera,,48400,2006,05/03/2020,Essence,80000,Manuelle,67600,<150000km
Porsche,Cayman,,30990,2006,05/03/2020,Essence,74500,Manuelle,54710,<150000km
Porsche,Boxster,,13900,1999,05/03/2020,Essence,133380,Automatique,2200,<150000km
Porsche,Boxster,,14500,1998,05/03/2020,Essence,164000,Manuelle,67000,<250000km
Porsche,Cayenne,,16390,2008,05/03/2020,Essence,136000,Automatique,83130,<150000km
Porsche,911,,53600,2007,05/03/2020,Essence,58600,Manuelle,68700,<150000km
Porsche,911,,26996,2000,24/01/2020,Essence,111151,Manuelle,33127,<150000km
Porsche,944,,8490,1986,27/01/2020,Essence,135000,Manuelle,33320,<150000km
Porsche,911,,41000,2004,05/03/2020,Essence,90000,Automatique,59000,<150000km
Porsche,Boxster,,26990,2007,05/03/2020,Essence,123800,Manuelle,33450,<150000km
Porsche,911,,90000,1965,05/03/2020,Essence,117000,Manuelle,77300,<150000km
Porsche,911,,63900,2009,05/03/2020,Essence,79000,Automatique,13550,<150000km
Porsche,944,,35000,1988,05/03/2020,Essence,95000,Manuelle,77300,<150000km
Porsche,944,,8490,1982,05/03/2020,Essence,103500,Automatique,45430,<150000km
Porsche,911,,32990,2002,05/03/2020,Essence,115500,Automatique,72200,<150000km
Porsche,Cayenne,,14490,2005,28/02/2020,Essence,91300,Automatique,34540,<150000km
Porsche,911,,69000,1972,05/03/2020,Essence,129000,Manuelle,49100,<150000km
Porsche,Cayenne,,19000,2006,05/03/2020,Essence,180000,Automatique,78140,<250000km
Porsche,911,,44990,2006,26/02/2020,Essence,88900,Manuelle,13112,<150000km
Porsche,Cayenne,,31990,2010,20/01/2020,Diesel,82030,Automatique,6200,<150000km
Porsche,911,,35990,2005,04/01/2020,Essence,161000,Automatique,13320,<250000km
Porsche,Cayenne,,14900,2007,05/03/2020,Essence,177300,Automatique,26120,<250000km
Porsche,911,,46990,2002,19/02/2020,Essence,118000,Automatique,69002,<150000km
Porsche,Cayenne,,16800,2009,05/03/2020,Diesel,256500,Automatique,77420,+250000km
Porsche,911,,139000,1971,22/02/2020,Essence,10000,Manuelle,26000,<50000km
Porsche,Autres,,155000,1994,15/02/2019,Essence,104500,Manuelle,75017,<150000km
Porsche,Cayenne,,6500,2004,05/03/2020,Essence,180000,Automatique,59300,<250000km
Porsche,911,,33990,2002,20/09/2019,Essence,154000,Manuelle,45370,<250000km
Porsche,911,,29000,2000,05/03/2020,Essence,185000,Manuelle,63750,<250000km
Porsche,968,,20000,1992,05/03/2020,Essence,163000,Automatique,66200,<250000km
Porsche,911,,159000,1992,05/03/2020,Essence,76000,Manuelle,74000,<150000km
Porsche,911,,67990,2010,05/03/2020,Essence,93000,Automatique,94260,<150000km
Porsche,Cayenne,,19990,2009,03/01/2020,Diesel,128583,Automatique,94260,<150000km
Porsche,911,,26000,2004,05/03/2020,Essence,71800,Automatique,77300,<150000km
Porsche,911,,30000,1971,23/02/2020,Essence,150000,Manuelle,29300,<250000km
Porsche,911,,34500,2002,05/03/2020,Essence,8000,Manuelle,17690,<50000km
Porsche,911,,68900,2009,05/03/2020,Essence,76800,Automatique,18300,<150000km
Porsche,Cayman,,29000,2007,05/03/2020,Essence,77000,Automatique,13520,<150000km
Porsche,924,,7500,1981,05/03/2020,Essence,97000,Manuelle,45750,<150000km
Porsche,Cayman,,27990,2006,05/03/2020,Essence,65000,Manuelle,67440,<150000km
Porsche,911,,65000,2007,29/01/2020,Essence,103000,Automatique,26130,<150000km
Porsche,911,,48000,2007,05/03/2020,Essence,111000,Automatique,34230,<150000km
Porsche,911,,379000,2010,05/03/2020,Essence,15572,Automatique,31670,<50000km
Porsche,911,,55000,2007,05/03/2020,Essence,56000,Manuelle,17200,<150000km
Porsche,Cayenne,,10000,2005,05/03/2020,Essence,210000,Automatique,13790,<250000km
Porsche,911,,59900,2007,05/03/2020,Essence,77500,Automatique,35800,<150000km
Porsche,Boxster,,68000,2010,05/03/2020,Essence,39200,Automatique,74800,<50000km
Porsche,911,,22900,1998,05/03/2020,Essence,161000,Manuelle,71100,<250000km
Porsche,911,,72000,2009,05/03/2020,Essence,62500,Automatique,57140,<150000km
Porsche,911,,39900,2006,05/03/2020,Essence,119000,Manuelle,31000,<150000km
Porsche,Panamera,,28500,2010,05/03/2020,Essence,165,Automatique,25000,<5000km
Porsche,Boxster,,15490,1999,09/12/2019,Essence,112612,Manuelle,2000,<150000km
Porsche,911,,69993,1995,14/11/2019,Essence,97644,Manuelle,30900,<150000km
Porsche,Autres,,28000,1980,04/03/2020,Essence,13000,Manuelle,83130,<50000km
Porsche,Cayenne,,22900,2008,04/03/2020,Autre,104000,Automatique,80000,<150000km
Porsche,911,,46500,2005,04/03/2020,Essence,9645,Manuelle,92300,<50000km
Porsche,911,,28996,2000,04/03/2020,Essence,128179,Manuelle,33127,<150000km
Porsche,Autres,,41000,1977,04/03/2020,Essence,30000,Manuelle,84250,<50000km
Porsche,944,,16000,1987,04/03/2020,Essence,107000,Manuelle,1250,<150000km
Porsche,911,,25000,2009,04/03/2020,Essence,126000,Manuelle,13130,<150000km
Porsche,Cayenne,,9000,2005,04/03/2020,Essence,200000,Automatique,9400,<250000km
Porsche,911,,31900,2003,04/03/2020,Essence,149000,Manuelle,35800,<150000km
Porsche,911,,76000,2008,04/03/2020,Essence,85000,Automatique,10000,<150000km
Porsche,911,,70000,1996,04/03/2020,Essence,112000,Manuelle,97460,<150000km
Porsche,911,,47990,2006,24/02/2020,Essence,103000,Manuelle,40130,<150000km
Porsche,Cayenne,,13000,2004,04/03/2020,Essence,185000,Automatique,1800,<250000km
Porsche,Cayenne,,15000,2008,04/03/2020,Essence,140000,Automatique,45500,<150000km
Porsche,911,,37900,2002,04/03/2020,Essence,38460,Manuelle,30340,<50000km
Porsche,Cayman,,28990,2007,04/03/2020,Essence,93600,Manuelle,31130,<150000km
Porsche,968,,27500,1992,04/03/2020,Essence,90000,Manuelle,91700,<150000km
Porsche,911,,42990,2004,24/01/2020,Essence,94900,Manuelle,66000,<150000km
Porsche,911,,77300,2007,04/03/2020,Essence,99805,Manuelle,25600,<150000km
Porsche,Autres,,36500,2006,04/03/2020,Essence,82000,Automatique,61440,<150000km
Porsche,911,,51000,2007,13/02/2020,Essence,99800,Automatique,34970,<150000km
Porsche,Cayenne,,18900,2008,04/03/2020,Essence,97000,Manuelle,13010,<150000km
