marque,modele,version,prix,annee,date,motor,kilometrage,boite de vitesse,code postal,etat
Nissan,Micra,,500,2007,22/04/2020,Essence,170550,Manuelle,57440,<250000km
Citroen,C4,,8500,2013,22/04/2020,Diesel,180000,Manuelle,26300,<250000km
Mercedes,Classe A,,27900,2013,22/04/2020,Essence,94000,Automatique,43000,<150000km
Opel,Zafira,,1800,2006,22/04/2020,Diesel,533,Manuelle,10170,<5000km
Citroen,Visa,,5000,1982,22/04/2020,Essence,10000,Manuelle,40230,<50000km
Volkswagen,Golf,,2800,1991,22/04/2020,Essence,215000,Manuelle,1000,<250000km
Citroen,C4 Picasso,,3800,2011,22/04/2020,Diesel,193000,Manuelle,78700,<250000km
Opel,Adam,,8990,2015,10/03/2020,Essence,47000,Manuelle,77100,<50000km
Citroen,Berlingo,,2290,2005,22/04/2020,Diesel,215850,Manuelle,69500,<250000km
Suzuki,Vitara,,3950,1993,11/02/2020,Essence,70000,Manuelle,57380,<150000km
Suzuki,Jimny,,2450,1999,05/02/2020,Essence,200000,Manuelle,57380,<250000km
Toyota,Corolla,,2990,2008,22/04/2020,Diesel,200000,Manuelle,25000,<250000km
Kia,Stonic,,20400,2019,22/04/2020,Essence,3076,Manuelle,10150,<5000km
Audi,A4,,7900,2010,22/04/2020,Diesel,161000,Manuelle,38120,<250000km
Volkswagen,Tiguan,,11500,2012,22/04/2020,Diesel,123000,Manuelle,33000,<150000km
Audi,Q5,,34500,2017,22/04/2020,Diesel,108200,Automatique,68000,<150000km
Bmw,Serie 1,,13999,2015,22/04/2020,Diesel,99000,Manuelle,24170,<150000km
Audi,A5,,17450,2009,20/04/2020,Diesel,124000,Automatique,75002,<150000km
Volkswagen,Golf,,26500,2017,22/04/2020,Essence,52500,Automatique,29800,<150000km
Opel,Zafira,,9990,2012,22/04/2020,Diesel,134000,Manuelle,76360,<150000km
Fiat,500,,3700,2008,22/04/2020,Essence,140000,Manuelle,6000,<150000km
Peugeot,1007,,2490,2005,24/03/2020,Diesel,172000,Manuelle,77100,<250000km
Mercedes,Classe C,,26800,2018,22/04/2020,Diesel,39800,Automatique,54400,<50000km
Jeep,Wrangler,,7950,1989,14/04/2020,Essence,86000,Manuelle,57380,<150000km
Fiat,500,,9500,2016,26/01/2020,Essence,77000,Automatique,44640,<150000km
Volkswagen,Golf,,1300,2008,22/04/2020,Diesel,180000,Manuelle,57440,<250000km
Nissan,Micra,,1200,2005,22/04/2020,Essence,197620,Manuelle,34500,<250000km
Bmw,525,,800,1994,22/04/2020,Diesel,250000,Manuelle,25120,+250000km
Volkswagen,Golf,,32200,2019,22/04/2020,Essence,26000,Automatique,68130,<50000km
Ford,C-max,,1500,2004,22/04/2020,Diesel,230000,Manuelle,57525,<250000km
Renault,Kadjar,,16500,2016,22/04/2020,Diesel,79000,Manuelle,62740,<150000km
Peugeot,205,,3000,1989,22/04/2020,Essence,150000,Manuelle,76570,<250000km
Renault,Clio,,3000,2015,22/04/2020,Diesel,114300,Manuelle,78126,<150000km
Ford,Transit,,2200,2012,22/04/2020,Diesel,53000,Manuelle,4190,<150000km
Suzuki,Autres,,5950,2008,28/02/2020,Diesel,110000,Manuelle,57380,<150000km
Renault,Kangoo,,9990,2017,22/04/2020,Diesel,6149,Manuelle,7200,<50000km
Peugeot,206,,1600,2004,22/04/2020,Diesel,246000,Manuelle,59600,<250000km
Suzuki,Swift,,12990,2018,22/04/2020,Essence,21500,Manuelle,6400,<50000km
Alfa Romeo,159,,4200,2010,22/04/2020,Diesel,206000,Manuelle,80350,<250000km
Audi,A6,,6000,2007,22/04/2020,Diesel,173000,Automatique,7600,<250000km
Porsche,Cayenne,,109900,2020,27/02/2020,Hybride,4000,Automatique,68040,<5000km
Renault,Clio,,200,1996,22/04/2020,Essence,130000,Manuelle,62240,<150000km
Renault,Koleos,,6500,2009,22/04/2020,Diesel,109000,Manuelle,59380,<150000km
Ford,Mondeo,,600,2000,22/04/2020,Diesel,247000,Manuelle,59630,<250000km
Bmw,Serie 5,,16800,2011,22/04/2020,Diesel,140000,Manuelle,29100,<150000km
Audi,A1,,7500,2012,22/04/2020,Diesel,170000,Manuelle,59000,<250000km
Audi,Q5,,19200,2011,22/04/2020,Diesel,158000,Automatique,62290,<250000km
Mercedes,Classe A,,40900,2016,22/04/2020,Essence,38552,Automatique,66180,<50000km
Audi,A1,,16500,2016,22/04/2020,Essence,28000,Manuelle,73200,<50000km
Ferrari,599,,165000,2010,23/04/2020,Essence,31000,Automatique,13100,<50000km
Ferrari,612,,89612,2007,07/03/2020,Essence,39500,Automatique,6800,<50000km
Ferrari,Testarossa,,79900,1989,17/03/2020,Essence,76960,Manuelle,6800,<150000km
Ferrari,458 Italia,,164950,2012,15/04/2020,Essence,13200,Automatique,54135,<50000km
Ferrari,Mondial,,33000,1984,23/04/2020,Essence,67000,Manuelle,78580,<150000km
Ferrari,California,,85900,2010,14/04/2020,Essence,69000,Automatique,13090,<150000km
Ferrari,California,,84990,2009,14/03/2020,Essence,65000,Automatique,54136,<150000km
Ferrari,599,,98599,2007,07/02/2020,Essence,57225,Automatique,6800,<150000km
Ferrari,Mondial,,59800,1993,23/04/2020,Essence,20730,Manuelle,31500,<50000km
Ferrari,612,,30000,2005,23/04/2020,Essence,58000,Automatique,75001,<150000km
Ferrari,F12,,249000,2013,23/04/2020,Essence,15500,Automatique,57100,<50000km
Ferrari,California,,124999,2014,23/04/2020,Essence,34891,Automatique,75011,<50000km
Ferrari,348,,53000,1993,23/04/2020,Essence,92600,Manuelle,45500,<150000km
Ferrari,F360,,63990,2004,22/04/2020,Essence,27311,Automatique,94120,<50000km
Ferrari,612,,62990,2005,19/02/2020,Essence,82300,Automatique,6800,<150000km
Ferrari,F550,,145000,1999,20/01/2020,Essence,54950,Manuelle,1170,<150000km
Ferrari,308,,50500,1981,23/04/2020,Essence,121000,Manuelle,76600,<150000km
Ferrari,California,,109000,2012,29/03/2019,Essence,37900,Automatique,75017,<50000km
Ferrari,California,,94900,2011,29/03/2019,Essence,44500,Manuelle,75017,<50000km
Ferrari,F430,,92980,2006,27/02/2020,Essence,45000,Automatique,38100,<50000km
Ferrari,F430,,94430,2006,15/03/2020,Essence,33505,Automatique,33127,<50000km
Ferrari,F430,,84430,2005,17/03/2020,Essence,54053,Automatique,33127,<150000km
Ferrari,California,,111900,2012,30/01/2020,Essence,46000,Automatique,74800,<50000km
Ferrari,488,,184500,2016,22/04/2020,Essence,49000,Automatique,6700,<50000km
Ferrari,308,,69400,1980,22/04/2020,Essence,12283,Manuelle,76600,<50000km
Ferrari,F12,,279900,2013,07/03/2020,Essence,15000,Automatique,74800,<50000km
Ferrari,F430,,164990,2008,11/03/2020,Essence,35000,Automatique,66600,<50000km
Ferrari,458 Italia,,139900,2018,22/04/2020,Essence,46212,Automatique,67640,<50000km
Ferrari,California,,95900,2011,22/04/2020,Essence,62000,Automatique,67640,<150000km
Ferrari,400,,75000,1982,22/04/2020,Essence,63000,Automatique,6400,<150000km
Ferrari,Testarossa,,173000,1992,22/04/2020,Essence,34000,Manuelle,6320,<50000km
Ferrari,308,,45270,1981,22/04/2020,Essence,81579,Manuelle,76600,<150000km
Ferrari,California,,129990,2015,12/03/2020,Essence,28500,Automatique,69120,<50000km
Ferrari,F430,,109880,2007,22/04/2020,Essence,85600,Manuelle,33450,<150000km
Ferrari,458 Italia,,149000,2012,22/04/2020,Essence,41750,Automatique,14920,<50000km
Ferrari,308,,45300,1980,22/04/2020,Essence,104720,Manuelle,92000,<150000km
Ferrari,308,,45200,1981,22/04/2020,Essence,81545,Manuelle,82000,<150000km
Ferrari,612,,74000,2007,22/04/2020,Essence,59500,Automatique,94100,<150000km
Ferrari,328,,89900,1988,26/02/2020,Essence,52010,Manuelle,46300,<150000km
Ferrari,GTC4Lusso,,219900,2017,26/02/2020,Essence,12800,Automatique,6200,<50000km
Ferrari,Mondial,,30460,1984,22/04/2020,Essence,55980,Manuelle,76600,<150000km
Ferrari,599,,350000,2012,07/02/2019,Essence,10433,Manuelle,81600,<50000km
Ferrari,Ff,,149990,2012,29/02/2020,Essence,23850,Automatique,12000,<50000km
Ferrari,F360,,79000,2003,21/04/2020,Essence,20000,Automatique,34000,<50000km
Ferrari,328,,79990,1986,23/02/2020,Essence,87104,Manuelle,65380,<150000km
Ferrari,308,,52500,1975,22/01/2020,Essence,88000,Manuelle,84220,<150000km
Ferrari,Portofino,,247900,2019,21/04/2020,Essence,398,Automatique,69570,<5000km
Ferrari,488,,224900,2018,15/04/2020,Essence,5500,Automatique,66600,<50000km
Ferrari,California,,89880,2010,10/03/2020,Essence,82500,Automatique,66600,<150000km
Ferrari,California,,134890,2015,28/01/2020,Essence,35500,Automatique,66600,<50000km
Ferrari,488,,189900,2017,21/02/2020,Essence,69900,Automatique,66600,<150000km
Ferrari,458 Spider,,167980,2012,20/02/2020,Essence,43000,Automatique,66600,<50000km
Ferrari,California,,114790,2009,14/02/2020,Essence,19900,Automatique,66600,<50000km
Ferrari,458 Italia,,137890,2011,12/03/2020,Essence,53950,Automatique,66600,<150000km
Ferrari,F360,,64990,2002,17/02/2020,Essence,99000,Manuelle,33127,<150000km
Ferrari,F430,,86899,2008,11/03/2020,Essence,46200,Automatique,6240,<50000km
Ferrari,575,,83900,2002,17/02/2020,Essence,31900,Automatique,6240,<50000km
Ferrari,328,,80000,1987,21/04/2020,Essence,104000,Manuelle,77330,<150000km
Ferrari,456,,59990,1999,10/03/2020,Essence,73400,Automatique,47520,<150000km
Ferrari,F430,,79990,2007,14/02/2020,Essence,48000,Automatique,6670,<50000km
Ferrari,California,,94990,2010,21/04/2020,Essence,61000,Automatique,26600,<150000km
Ferrari,612,,88900,2006,09/06/2018,Essence,35214,Automatique,74380,<50000km
Ferrari,Bb 512,,150000,2000,17/02/2020,Essence,38676,Manuelle,1170,<50000km
Ferrari,F12 Berlinetta,,270000,2015,17/02/2020,Essence,4586,Automatique,1170,<5000km
Ferrari,Autres,,217000,2018,14/01/2020,Essence,8800,Automatique,83170,<50000km
Ferrari,F430,,98000,2008,25/02/2020,Essence,53000,Automatique,87280,<150000km
Ferrari,488,,259000,2018,09/09/2019,Essence,2900,Automatique,6110,<5000km
Ferrari,Mondial,,34900,1986,08/03/2020,Essence,130000,Manuelle,77240,<150000km
Ferrari,Autres,,229990,2018,14/02/2020,Essence,9800,Automatique,12000,<50000km
Ferrari,328,,73000,1985,05/04/2020,Essence,52833,Manuelle,14130,<150000km
Ferrari,458 Italia,,169900,2012,29/02/2020,Essence,12700,Automatique,33700,<50000km
Ferrari,488,,205000,2015,27/03/2019,Essence,18500,Automatique,75017,<50000km
Ferrari,Autres,,800000,1991,20/04/2020,Essence,27000,Manuelle,74140,<50000km
Ferrari,308,,36650,1982,20/04/2020,Essence,56965,Manuelle,76600,<150000km
Ferrari,California,,95700,2009,24/01/2020,Essence,39996,Automatique,67960,<50000km
Ferrari,Mondial,,45000,1988,20/04/2020,Essence,75000,Manuelle,66000,<150000km
Ferrari,488,,214900,2017,18/01/2020,Essence,7900,Automatique,57100,<50000km
Ferrari,California,,122000,2016,06/02/2020,Essence,34500,Automatique,31200,<50000km
Ferrari,308,,42660,1980,20/04/2020,Essence,83841,Manuelle,76600,<150000km
Ferrari,Ff,,49000,2012,20/04/2020,Essence,60304,Automatique,91180,<150000km
Ferrari,F360,,83000,2003,29/02/2020,Essence,69000,Manuelle,28630,<150000km
Ferrari,328,,48170,1986,20/04/2020,Essence,49957,Manuelle,76600,<50000km
Ferrari,F430,,101990,2006,16/07/2019,Essence,39000,Automatique,13510,<50000km
Ferrari,F12 Berlinetta,,219000,2013,23/01/2020,Essence,1750,Automatique,6400,<5000km
Ferrari,Mondial,,34400,1989,20/04/2020,Essence,41034,Manuelle,76600,<50000km
Ferrari,Autres,,59700,2002,24/02/2020,Essence,53600,Automatique,64600,<150000km
Ferrari,California,,149900,2016,06/04/2020,Essence,11125,Automatique,91230,<50000km
Ferrari,488,,229900,2019,27/08/2019,Essence,2700,Automatique,6270,<5000km
Ferrari,308,,44870,1981,19/04/2020,Essence,81579,Automatique,76600,<150000km
Ferrari,F430,,79430,2006,19/04/2020,Essence,55000,Automatique,79000,<150000km
Ferrari,Autres,,65900,2001,27/11/2019,Essence,69900,Automatique,29000,<150000km
Ferrari,Ff,,134000,2014,12/03/2020,Essence,32000,Automatique,75007,<50000km
Ferrari,Autres,,69900,2002,07/03/2020,Essence,68600,Automatique,26250,<150000km
Ferrari,F355,,85000,1996,05/07/2019,Essence,69818,Manuelle,14500,<150000km
Ferrari,F430,,89990,2005,12/03/2020,Essence,29700,Automatique,25400,<50000km
Ferrari,California,,114800,2013,09/11/2019,Essence,20867,Automatique,77930,<50000km
Ferrari,348,,44960,1990,19/04/2020,Essence,90160,Manuelle,76600,<150000km
Ferrari,California,,149900,2015,15/07/2019,Essence,27650,Automatique,75015,<50000km
Ferrari,F12 Berlinetta,,199000,2013,25/03/2019,Essence,29250,Automatique,68700,<50000km
Ferrari,488,,199900,2016,18/04/2020,Essence,10900,Automatique,6400,<50000km
Ferrari,308,,87900,1985,18/04/2020,Essence,27000,Manuelle,83700,<50000km
Ferrari,F12 Berlinetta,,184900,2015,28/02/2020,Essence,11750,Automatique,14920,<50000km
Ferrari,Mondial,,39950,1988,18/04/2020,Essence,29950,Manuelle,60500,<50000km
Ferrari,California,,94050,2009,17/02/2020,Essence,43000,Automatique,25460,<50000km
Ferrari,Testarossa,,119000,1988,22/02/2020,Essence,60500,Manuelle,37500,<150000km
Ferrari,F550,,119900,2001,18/04/2020,Essence,25500,Manuelle,75015,<50000km
Ferrari,F430,,84990,2005,18/04/2020,Essence,44000,Automatique,83130,<50000km
Ferrari,488,,229000,2017,18/04/2020,Essence,19900,Automatique,75015,<50000km
Ferrari,California,,109900,2010,21/03/2020,Essence,25617,Automatique,35137,<50000km
Ferrari,Mondial,,56000,1993,01/08/2019,Essence,45123,Manuelle,51100,<50000km
Ferrari,458 Italia,,149990,2012,17/04/2020,Essence,64000,Automatique,83990,<150000km
Ferrari,458 Italia,,164900,2012,17/04/2020,Essence,31000,Automatique,64200,<50000km
Ferrari,F430,,82990,2007,06/02/2020,Essence,37745,Automatique,95250,<50000km
Ferrari,458 Italia,,154990,2011,30/01/2020,Essence,19500,Automatique,95250,<50000km
Ferrari,488,,179900,2016,17/04/2020,Essence,49000,Automatique,6300,<50000km
Ferrari,GTC4Lusso,,195000,2017,17/04/2020,Essence,18500,Automatique,33360,<50000km
Ferrari,Mondial,,69900,1991,13/03/2020,Essence,10190,Manuelle,83140,<50000km
Ferrari,Testarossa,,99900,1987,17/04/2020,Essence,27600,Manuelle,75015,<50000km
Ferrari,812 Superfast,,349990,2018,17/04/2020,Essence,3462,Automatique,75015,<5000km
Ferrari,California,,91900,2009,17/04/2020,Essence,54191,Automatique,69570,<150000km
Ferrari,F360,,62900,2002,06/03/2020,Essence,67000,Automatique,59000,<150000km
Ferrari,599,,120000,2009,17/04/2020,Essence,41500,Manuelle,75016,<50000km
Ferrari,599,,113599,2009,27/12/2019,Essence,35000,Automatique,91420,<50000km
Ferrari,Ff,,144000,2012,17/04/2020,Essence,57000,Automatique,74400,<150000km
Ferrari,612,,79900,2007,11/03/2020,Essence,48032,Automatique,6240,<50000km
Ferrari,F355,,79000,1998,30/01/2020,Essence,67600,Automatique,38121,<150000km
Ferrari,F430,,94430,2009,16/04/2020,Essence,19950,Automatique,33127,<50000km
Ferrari,458 Italia,,169900,2013,02/03/2020,Essence,8900,Automatique,21000,<50000km
Ferrari,F430,,72990,2006,03/03/2020,Essence,79999,Automatique,95540,<150000km
Ferrari,F430,,69990,2005,05/03/2020,Essence,62250,Automatique,51240,<150000km
Ferrari,F355,,72990,1996,27/08/2019,Essence,87500,Manuelle,92100,<150000km
Ferrari,F430,,144900,2009,03/02/2020,Essence,47700,Automatique,57100,<50000km
Ferrari,612,,84900,2005,16/04/2020,Essence,56904,Automatique,69380,<150000km
Ferrari,F360,,60000,2000,06/03/2020,Essence,60200,Automatique,84470,<150000km
Ferrari,599,,129900,2010,23/12/2017,Essence,38900,Automatique,75015,<50000km
Ferrari,488,,199990,2017,22/02/2020,Essence,43000,Automatique,37390,<50000km
Ferrari,458 Italia,,148490,2010,02/12/2019,Essence,34852,Automatique,33700,<50000km
Ferrari,F355,,68900,1994,15/11/2019,Essence,93726,Manuelle,33700,<150000km
Ferrari,Autres,,229880,2019,17/12/2019,Essence,6665,Automatique,73490,<50000km
Ferrari,Mondial,,43900,1989,01/10/2019,Essence,44430,Manuelle,60880,<50000km
Ferrari,F12 Berlinetta,,189900,2016,10/11/2019,Essence,27100,Automatique,60880,<50000km
Ferrari,412,,99000,1985,20/02/2020,Essence,25300,Automatique,75017,<50000km
Ferrari,Mondial,,42900,1991,20/02/2020,Essence,39800,Manuelle,75017,<50000km
Ferrari,458 Italia,,184900,2016,26/12/2019,Essence,14600,Automatique,75017,<50000km
Ferrari,California,,159900,2017,26/02/2020,Essence,13836,Automatique,69570,<50000km
Ferrari,Ff,,164900,2015,25/03/2020,Essence,16735,Automatique,69570,<50000km
Ferrari,Mondial,,46000,1996,15/04/2020,Essence,68000,Manuelle,14810,<150000km
Ferrari,458 Spider,,169000,2013,12/02/2020,Essence,42800,Automatique,67460,<50000km
Ferrari,California,,119900,2012,22/02/2020,Essence,37200,Automatique,67460,<50000km
Ferrari,458 Italia,,148000,2011,23/03/2020,Essence,45200,Automatique,67460,<50000km
Ferrari,488,,189900,2016,02/04/2020,Essence,14000,Automatique,67460,<50000km
Ferrari,F355,,69900,1998,09/03/2020,Essence,69900,Automatique,33700,<150000km
Ferrari,F430,,91900,2009,29/02/2020,Essence,64950,Automatique,33700,<150000km
Ferrari,F360,,62000,2000,15/04/2020,Essence,62500,Automatique,45450,<150000km
Ferrari,California,,83900,2009,06/03/2020,Essence,69000,Manuelle,69970,<150000km
Ferrari,F360,,84990,2003,18/01/2020,Essence,14500,Automatique,91280,<50000km
Ferrari,456,,57900,1994,15/04/2020,Essence,85000,Manuelle,75017,<150000km
Ferrari,California,,89700,2009,30/11/2019,Essence,52985,Manuelle,75014,<150000km
Ferrari,Mondial,,32500,1983,14/04/2020,Essence,93200,Manuelle,74100,<150000km
Ferrari,575,,289000,2005,04/09/2019,Essence,17800,Manuelle,75017,<50000km
Ferrari,Ff,,129900,2012,29/10/2019,Essence,54000,Automatique,75017,<150000km
Ferrari,F12 Berlinetta,,175900,2012,07/02/2020,Essence,22625,Automatique,34070,<50000km
Ferrari,F12 Berlinetta,,174000,2012,24/12/2019,Essence,21900,Automatique,75017,<50000km
Ferrari,308,,129900,1975,20/03/2019,Essence,85650,Manuelle,75015,<150000km
Ferrari,F430,,74500,2006,13/04/2020,Essence,93000,Automatique,17100,<150000km
Ferrari,F360,,62990,2000,26/03/2020,Essence,36800,Automatique,35000,<50000km
Ferrari,F430,,174900,2008,07/02/2020,Essence,24000,Automatique,13600,<50000km
Ferrari,308,,119000,1979,17/02/2020,Essence,84500,Manuelle,75015,<150000km
Ferrari,F430,,195000,2005,12/04/2020,Essence,13500,Manuelle,59200,<50000km
Ferrari,Mondial,,48990,1990,10/10/2019,Essence,76000,Manuelle,49240,<150000km
Ferrari,458 Italia,,145000,2011,01/10/2019,Essence,27811,Automatique,6250,<50000km
Ferrari,458 Speciale,,460000,2015,12/04/2020,Essence,28000,Automatique,59200,<50000km
Ferrari,458 Italia,,139458,2010,18/03/2020,Essence,44500,Automatique,89600,<50000km
Ferrari,F430,,109900,2007,11/07/2019,Essence,58493,Automatique,84300,<150000km
Ferrari,Autres,,148800,1993,09/03/2020,Essence,37800,Manuelle,16330,<50000km
Ferrari,Bb 512,,384000,1984,11/07/2019,Essence,58852,Manuelle,84300,<150000km
Ferrari,308,,57500,1981,09/02/2020,Essence,107000,Manuelle,16560,<150000km
Ferrari,GTC4Lusso,,209900,2018,11/04/2020,Essence,21900,Automatique,6320,<50000km
Ferrari,488,,184900,2016,24/03/2020,Essence,49900,Automatique,6250,<50000km
Ferrari,488,,194900,2017,14/03/2020,Essence,6950,Automatique,67500,<50000km
Ferrari,575,,72900,2003,11/04/2020,Essence,55000,Automatique,92200,<150000km
Ferrari,F360,,28900,2000,11/04/2020,Essence,85000,Manuelle,34000,<150000km
Ferrari,F360,,65000,2000,11/04/2020,Essence,74500,Manuelle,16380,<150000km
Ferrari,California,,86500,2009,15/02/2020,Essence,49700,Automatique,54280,<50000km
Ferrari,612,,78500,2006,10/04/2020,Essence,60000,Automatique,57000,<150000km
Ferrari,Autres,,324900,2018,10/04/2020,Essence,10929,Automatique,69570,<50000km
Ferrari,F430,,89980,2005,03/04/2020,Essence,59498,Automatique,17120,<150000km
Ferrari,GTC4Lusso,,209990,2017,11/03/2020,Essence,13200,Automatique,6320,<50000km
Ferrari,488,,200000,2017,05/02/2020,Essence,29300,Automatique,6320,<50000km
Ferrari,488,,409900,2019,18/01/2020,Essence,109,Automatique,57100,<5000km
Ferrari,F355,,77900,1996,28/01/2020,Essence,72650,Manuelle,75006,<150000km
Ferrari,F355,,77900,1996,28/01/2020,Essence,72650,Manuelle,29700,<150000km
Ferrari,California,,89990,2009,08/03/2020,Essence,65000,Automatique,33160,<150000km
Ferrari,488,,186990,2015,24/01/2020,Essence,13956,Automatique,84100,<50000km
Ferrari,GTC4Lusso,,165835,2017,09/04/2020,Essence,18000,Automatique,33300,<50000km
Ferrari,488,,283900,2019,18/03/2020,Essence,89,Automatique,25400,<5000km
Ferrari,F550,,99900,2000,25/10/2019,Essence,29900,Manuelle,75015,<50000km
Ferrari,F360,,75490,2004,18/12/2019,Essence,58460,Automatique,14920,<150000km
Ferrari,458 Spider,,169900,2013,04/12/2019,Essence,34490,Automatique,14920,<50000km
Ferrari,812 Superfast,,349900,2018,30/08/2019,Essence,3500,Automatique,14920,<5000km
Ferrari,458 Italia,,149999,2011,15/05/2019,Essence,30663,Automatique,14920,<50000km
Ferrari,F430,,94900,2006,12/12/2019,Essence,60200,Manuelle,69970,<150000km
Ferrari,F360,,66000,2003,08/04/2020,Essence,58000,Automatique,59570,<150000km
Ferrari,456,,77900,2000,08/04/2020,Essence,41300,Manuelle,75017,<50000km
Ferrari,812 Superfast,,369900,2020,08/04/2020,Essence,390,Automatique,6320,<5000km
Ferrari,488,,389900,2020,08/04/2020,Essence,350,Automatique,6320,<5000km
Ferrari,308,,89900,1979,18/01/2020,Essence,63600,Manuelle,57100,<150000km
Ferrari,GTC4Lusso,,229000,2017,12/02/2020,Essence,14500,Automatique,75015,<50000km
Ferrari,488,,194900,2018,18/12/2019,Essence,34900,Automatique,67670,<50000km
Ferrari,488,,379990,2020,27/03/2020,Essence,10,Automatique,77170,<5000km
Ferrari,400,,88000,1978,07/04/2020,Essence,30000,Manuelle,83990,<50000km
Ferrari,F550,,88000,1999,07/04/2020,Essence,31000,Manuelle,75001,<50000km
Ferrari,812 Superfast,,369000,2018,23/10/2019,Essence,3500,Automatique,6110,<5000km
Ferrari,488,,199000,2016,07/04/2020,Essence,14000,Automatique,81300,<50000km
Ferrari,F430,,98900,2006,06/12/2019,Essence,38800,Automatique,33127,<50000km
Ferrari,458 Italia,,144900,2010,21/11/2019,Essence,31650,Automatique,33127,<50000km
Ferrari,328,,74900,1986,21/08/2019,Essence,83400,Manuelle,33127,<150000km
Ferrari,California,,109900,2012,11/02/2020,Essence,54363,Manuelle,71100,<150000km
Ferrari,599,,109000,2009,11/02/2020,Essence,37900,Automatique,75017,<50000km
Ferrari,F430,,179900,2009,30/10/2019,Essence,30000,Manuelle,31100,<50000km
Ferrari,458 Italia,,142900,2010,18/09/2019,Essence,40800,Automatique,31100,<50000km
Ferrari,458 Italia,,164900,2011,03/12/2019,Essence,47000,Automatique,6110,<50000km
Ferrari,575,,275000,2006,09/10/2019,Essence,25500,Manuelle,75017,<50000km
Ferrari,F360,,85000,2000,06/04/2020,Essence,52000,Manuelle,75017,<150000km
Ferrari,458 Spider,,199990,2013,13/03/2020,Essence,4820,Automatique,31880,<5000km
Ferrari,F430,,90000,2010,06/04/2020,Essence,57000,Automatique,65000,<150000km
Ferrari,Mondial,,55900,1990,22/10/2019,Essence,15200,Manuelle,75017,<50000km
Ferrari,612,,79990,2005,29/01/2020,Essence,91100,Automatique,9100,<150000km
Ferrari,California,,84990,2010,30/01/2020,Essence,47000,Automatique,57300,<50000km
Ferrari,California,,89000,2010,06/04/2020,Essence,80000,Automatique,83600,<150000km
