marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat
FERRARI,488,GTB,189900,03/04/2020,ESSENCE,14000,2016,AUTOMATIQUE,67460,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,279000,13/01/2020,ESSENCE,14300,2013,-,86807,<50000km
FERRARI,F8 TRIBUTO,,416500,12/10/2019,ESSENCE,50,2020,AUTOMATIQUE,72762,<5000km
FERRARI,MONZA SP2,,2975000,12/10/2019,ESSENCE,50,2020,AUTOMATIQUE,72762,<5000km
FERRARI,812 SUPERFAST,,559300,12/10/2019,ESSENCE,30,2020,AUTOMATIQUE,72762,<5000km
FERRARI,F8 TRIBUTO,,374850,11/03/2020,ESSENCE,50,2020,AUTOMATIQUE,72762,<5000km
MERCEDES,SLR MCLAREN,,278880,03/05/2019,ESSENCE,29213,2007,AUTOMATIQUE,72770,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,106750,24/05/2019,ESSENCE,50,2020,AUTOMATIQUE,72770,<5000km
NISSAN,GT R,V6 3.8NISMO,211900,24/05/2019,ESSENCE,10,2020,AUTOMATIQUE,72770,<5000km
NISSAN,GT R,V6 3.8,115350,24/05/2019,ESSENCE,10,2020,AUTOMATIQUE,72770,<5000km
NISSAN,GT R,V6 3.8PRESTIGE,93990,19/09/2019,ESSENCE,16178,2018,AUTOMATIQUE,72770,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,84880,19/09/2019,ESSENCE,16178,2018,AUTOMATIQUE,72770,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,64550,13/03/2020,ESSENCE,56100,2016,AUTOMATIQUE,72072,<150000km
NISSAN,GT R,V6 3.8,44900,13/01/2020,ESSENCE,65000,2010,AUTOMATIQUE,22583,<150000km
NISSAN,GT R,,59000,15/03/2020,ESSENCE,95000,2010,AUTOMATIQUE,22583,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION,67900,10/08/2019,ESSENCE,35700,2013,AUTOMATIQUE,72766,<50000km
MERCEDES,SLR MCLAREN,,329000,12/07/2019,ESSENCE,16423,2007,AUTOMATIQUE,86899,<50000km
WIESMANN,ROADSTER MF5,V8 4.4,259900,28/10/2019,ESSENCE,8627,2012,AUTOMATIQUE,86899,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,284900,23/03/2020,ESSENCE,1900,2019,AUTOMATIQUE,72555,<5000km
FERRARI,812 SUPERFAST,,345000,19/02/2020,ESSENCE,3300,2019,AUTOMATIQUE,72124,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,289000,06/12/2019,ESSENCE,39999,2016,AUTOMATIQUE,43830,<50000km
WIESMANN,MF3,V6 3.2,147000,01/04/2020,ESSENCE,9870,2009,AUTOMATIQUE,83646,<50000km
FERRARI,488,GTB,174000,03/03/2020,ESSENCE,9800,2016,AUTOMATIQUE,34100,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,84950,29/05/2018,ESSENCE,16000,2018,AUTOMATIQUE,72658,<50000km
LAMBORGHINI,DIABLO,,159000,31/01/2019,ESSENCE,23500,1993,MANUELLE,67670,<50000km
FERRARI,F12,V12 6.3,209900,31/01/2019,ESSENCE,24560,2013,AUTOMATIQUE,67670,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,48900,08/11/2019,ESSENCE,59900,2010,AUTOMATIQUE,67670,<150000km
FERRARI,488,GTB,194900,18/12/2019,ESSENCE,34900,2018,AUTOMATIQUE,67670,<50000km
NISSAN,GT R,,47999,05/04/2020,ESSENCE,13000,2009,AUTOMATIQUE,71093,<50000km
MC LAREN,MP4 12C,V8 3.8,98900,09/06/2019,ESSENCE,39816,2013,AUTOMATIQUE,89231,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,69990,11/03/2020,ESSENCE,15000,2016,AUTOMATIQUE,89231,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,79900,19/03/2020,ESSENCE,16900,2016,AUTOMATIQUE,89231,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,77900,19/03/2020,ESSENCE,32800,2017,AUTOMATIQUE,89231,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,83900,27/03/2020,ESSENCE,12800,2018,AUTOMATIQUE,89231,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,79900,02/04/2020,ESSENCE,19500,2017,AUTOMATIQUE,89231,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,59400,11/04/2020,ESSENCE,32400,2012,AUTOMATIQUE,89231,<50000km
MERCEDES,SLR MCLAREN,,349950,05/03/2019,ESSENCE,8989,2006,AUTOMATIQUE,71088,<50000km
FERRARI,488,,161311,31/03/2020,ESSENCE,26311,2017,AUTOMATIQUE,43765,<50000km
FERRARI,F12,,169990,13/10/2018,ESSENCE,23000,2014,AUTOMATIQUE,82541,<50000km
FERRARI,488,GTB,194900,14/03/2020,ESSENCE,6950,2017,AUTOMATIQUE,67500,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,369000,19/01/2020,ESSENCE,100,2016,AUTOMATIQUE,76532,<5000km
WIESMANN,ROADSTER MF5,V8 4.4,284900,28/02/2020,ESSENCE,26454,2013,AUTOMATIQUE,76532,<50000km
FERRARI,MONZA SP1,,2157470,22/01/2019,ESSENCE,10,2020,AUTOMATIQUE,83684,<5000km
FERRARI,F8 TRIBUTO,,259420,27/08/2019,ESSENCE,10,2020,AUTOMATIQUE,83684,<5000km
FERRARI,F8 SPIDER,,303450,12/09/2019,ESSENCE,10,2020,AUTOMATIQUE,83684,<5000km
FERRARI,812 SUPERFAST,,409360,12/09/2019,ESSENCE,10,2020,AUTOMATIQUE,83684,<5000km
FERRARI,F12,,215000,31/10/2019,ESSENCE,14800,2016,AUTOMATIQUE,83684,<50000km
FERRARI,488 PISTA SPIDER,,528360,06/12/2019,ESSENCE,10,2020,AUTOMATIQUE,83684,<5000km
NISSAN,GT R,V6 3.8,47999,18/03/2020,ESSENCE,13000,2009,AUTOMATIQUE,71101,<50000km
FERRARI,488,GTB,194900,02/11/2019,ESSENCE,6950,2016,AUTOMATIQUE,67590,<50000km
MC LAREN,570S SPIDER,V8 3.8,159880,20/06/2018,ESSENCE,19900,2018,AUTOMATIQUE,71034,<50000km
MC LAREN,570S,V8 3.8,169880,27/04/2019,ESSENCE,2900,2019,AUTOMATIQUE,71034,<5000km
FERRARI,F12,,279900,22/08/2019,ESSENCE,5700,2014,AUTOMATIQUE,71034,<50000km
FERRARI,488,GTB,229900,22/08/2019,ESSENCE,15800,2018,AUTOMATIQUE,71034,<50000km
FERRARI,F12 TDF,,815900,28/08/2019,ESSENCE,2700,2016,AUTOMATIQUE,71034,<5000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,51300,21/09/2019,ESSENCE,78480,2010,AUTOMATIQUE,71034,<150000km
LAMBORGHINI,MURCIELAGO,LP640 4,199000,01/11/2019,ESSENCE,19384,2009,AUTOMATIQUE,71034,<50000km
LAMBORGHINI,MURCIELAGO,LP640 4,154900,01/11/2019,ESSENCE,34828,2007,AUTOMATIQUE,71034,<50000km
MC LAREN,SENNA,V8 4.0,1230000,19/11/2019,ESSENCE,31,2018,AUTOMATIQUE,71034,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,199000,11/12/2019,ESSENCE,35200,2012,AUTOMATIQUE,71034,<50000km
FERRARI,812 SUPERFAST,,279800,21/01/2020,ESSENCE,39600,2017,AUTOMATIQUE,71034,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,309000,22/01/2020,ESSENCE,31500,2018,AUTOMATIQUE,71034,<50000km
FERRARI,812 SUPERFAST,,304900,19/02/2020,ESSENCE,4600,2018,AUTOMATIQUE,71034,<5000km
MC LAREN,GT,V8 4.0,217480,20/02/2020,-,3900,2019,AUTOMATIQUE,71034,<5000km
FERRARI,812 SUPERFAST,,309900,23/03/2020,ESSENCE,1900,2019,AUTOMATIQUE,71034,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,238900,25/04/2019,ESSENCE,10900,2013,AUTOMATIQUE,72622,<50000km
MERCEDES,SLR MCLAREN,722 EDITION,559300,20/06/2018,ESSENCE,46269,2007,AUTOMATIQUE,71065,<50000km
ASTON MARTIN,VANQUISH ZAGATO COUPE,,710000,16/01/2020,ESSENCE,550,2017,AUTOMATIQUE,70794,<5000km
NISSAN,GT R,,69900,15/02/2020,ESSENCE,83000,2015,AUTOMATIQUE,43001,<150000km
FERRARI,812 SUPERFAST,,319000,04/08/2019,ESSENCE,15300,2018,AUTOMATIQUE,82319,<50000km
LAMBORGHINI,MURCIELAGO,LP670 4 SV,369000,24/09/2019,ESSENCE,9300,2010,AUTOMATIQUE,82319,<50000km
GEMBALLA,AVALANCHE,,320000,24/09/2019,ESSENCE,32020,2007,AUTOMATIQUE,82319,<50000km
LAMBORGHINI,MURCIELAGO,LP670 4 SV,389000,26/09/2019,ESSENCE,9300,2010,AUTOMATIQUE,82319,<50000km
MC LAREN,650S,V8 3.8,146500,16/03/2020,ESSENCE,1770,2015,AUTOMATIQUE,82319,<5000km
FERRARI,F12 TDF,,797500,07/04/2020,ESSENCE,10,2018,AUTOMATIQUE,82319,<5000km
ASTON MARTIN,VANQUISH,V12 5.9,99800,02/10/2019,ESSENCE,21200,2014,AUTOMATIQUE,72644,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,139575,01/07/2019,ESSENCE,39500,2015,AUTOMATIQUE,73230,<50000km
MC LAREN,570S,V8 3.8,129899,25/02/2020,ESSENCE,33769,2015,AUTOMATIQUE,70771,<50000km
MC LAREN,MP4 12C,V8 3.8,118900,15/05/2019,ESSENCE,19300,2012,AUTOMATIQUE,73240,<50000km
LAMBORGHINI,DIABLO,V12 5.7,169740,23/07/2019,ESSENCE,32750,1991,MANUELLE,86424,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,739000,09/11/2019,ESSENCE,65,2019,AUTOMATIQUE,89343,<5000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,550000,09/11/2019,ESSENCE,10,2019,AUTOMATIQUE,89343,<5000km
FERRARI,F12,NOVITEC,279000,16/08/2018,ESSENCE,27800,2013,AUTOMATIQUE,6370,<50000km
BUGATTI,CHIRON SPORT,,3439100,29/01/2019,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
MC LAREN,SENNA,V8 4.0,1290000,13/05/2019,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
LAMBORGHINI,MURCIELAGO,LP640 4,149900,19/07/2019,ESSENCE,11611,2006,AUTOMATIQUE,6370,<50000km
GEMBALLA,MIRAGE GT,,1200000,23/07/2019,ESSENCE,17950,2006,AUTOMATIQUE,6370,<50000km
BUGATTI,CHIRON,,4020000,25/07/2019,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
FERRARI,812 SUPERFAST,,599000,27/09/2019,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
GEMBALLA,AVALANCHE,,139000,07/11/2019,ESSENCE,11980,2006,AUTOMATIQUE,6370,<50000km
MC LAREN,MP4 12C,V8 3.8,129000,15/01/2020,ESSENCE,14895,2011,AUTOMATIQUE,6370,<50000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,496230,30/01/2020,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
FERRARI,488 PISTA SPIDER,,547400,31/01/2020,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
MC LAREN,600LT,V8 3.8,209000,09/02/2020,ESSENCE,1800,2019,AUTOMATIQUE,6370,<5000km
MC LAREN,570S,V8 3.8,129000,21/02/2020,ESSENCE,7700,2017,AUTOMATIQUE,6370,<50000km
MC LAREN,SENNA,V8 4.0,1904000,26/02/2020,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
FERRARI,MONZA SP2,,2150000,17/03/2020,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
FERRARI,MONZA SP1,,2150000,17/03/2020,ESSENCE,195,2020,AUTOMATIQUE,6370,<5000km
FERRARI,F8 TRIBUTO,,332010,29/03/2020,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
FERRARI,MONZA SP2,,2368100,01/04/2020,ESSENCE,10,2020,AUTOMATIQUE,6370,<5000km
PORSCHE,CARRERA GT,,840000,12/09/2018,ESSENCE,471,2007,MANUELLE,70599,<5000km
PORSCHE,CARRERA GT,,840000,03/04/2020,ESSENCE,471,2005,MANUELLE,70599,<5000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,469000,05/02/2019,ESSENCE,4248,2019,AUTOMATIQUE,73119,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,299000,15/10/2019,ESSENCE,4700,2017,AUTOMATIQUE,73119,<5000km
FERRARI,F12,,199000,07/12/2019,ESSENCE,32800,2016,AUTOMATIQUE,73119,<50000km
FERRARI,488,GTB,212500,12/03/2020,ESSENCE,980,2018,AUTOMATIQUE,70567,<5000km
FERRARI,F12,,162999,20/10/2018,ESSENCE,17000,2015,AUTOMATIQUE,83607,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,98880,18/02/2020,ESSENCE,34430,2013,AUTOMATIQUE,83624,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,79900,28/03/2020,ESSENCE,35663,2018,AUTOMATIQUE,83624,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,95500,30/10/2019,ESSENCE,38000,2002,AUTOMATIQUE,82065,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,79500,29/12/2019,ESSENCE,57440,2004,AUTOMATIQUE,82065,<150000km
DE TOMASO,PANTERA,,129500,23/02/2020,-,59200,1975,-,82065,<150000km
WIESMANN,MF3,V6 3.2,79000,27/04/2018,ESSENCE,72400,2000,MANUELLE,73730,<150000km
LAMBORGHINI,AVENTADOR,SVV12 6.5,339000,16/02/2020,ESSENCE,10500,2017,AUTOMATIQUE,73730,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,295000,13/10/2018,ESSENCE,2500,2016,AUTOMATIQUE,71229,<5000km
ASTON MARTIN,VANQUISH,SV12 5.9,90700,18/12/2019,ESSENCE,21216,2006,AUTOMATIQUE,70180,<50000km
FERRARI,488,GTB,189489,31/03/2020,ESSENCE,28000,2018,AUTOMATIQUE,86343,<50000km
FERRARI,812 SUPERFAST,,299990,01/04/2020,ESSENCE,285,2019,AUTOMATIQUE,86343,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,83489,09/04/2020,ESSENCE,7000,2018,AUTOMATIQUE,86343,<50000km
ASTON MARTIN,VANQUISH,SV12 5.9,85000,06/10/2018,ESSENCE,22240,2006,AUTOMATIQUE,75233,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,41900,13/10/2019,ESSENCE,38216,2009,AUTOMATIQUE,70173,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,44700,11/11/2019,ESSENCE,38216,2011,AUTOMATIQUE,70173,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,59500,09/04/2020,ESSENCE,89500,2012,AUTOMATIQUE,70188,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION,59559,09/04/2020,ESSENCE,89500,2012,AUTOMATIQUE,70188,<150000km
MC LAREN,675LT,V8 3.8,259900,04/04/2020,ESSENCE,2624,2016,AUTOMATIQUE,70190,<5000km
FERRARI,F12,,179740,15/07/2018,ESSENCE,25000,2014,AUTOMATIQUE,70327,<50000km
PORSCHE,CARRERA GT,,570000,14/04/2019,ESSENCE,73600,2005,MANUELLE,70435,<150000km
PORSCHE,CARRERA GT,,589000,27/11/2019,ESSENCE,54900,2005,MANUELLE,70435,<150000km
MC LAREN,540C,V8 3.8,127900,27/02/2020,ESSENCE,26649,2016,AUTOMATIQUE,82031,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,46900,17/03/2020,ESSENCE,91200,2009,AUTOMATIQUE,82031,<150000km
FERRARI,F12,,174900,20/03/2020,ESSENCE,44969,2013,AUTOMATIQUE,82031,<50000km
DE TOMASO,PANTERA,,84444,09/07/2019,ESSENCE,62750,1971,MANUELLE,82256,<150000km
LAMBORGHINI,DIABLO,,222222,08/11/2019,ESSENCE,57000,1992,MANUELLE,82256,<150000km
NISSAN,SKYLINE,GT R2.5,25000,28/03/2020,ESSENCE,149580,1999,MANUELLE,82256,<150000km
NISSAN,GT R,V6 3.8BLACK EDITION,89490,28/03/2019,ESSENCE,8500,2019,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,94790,26/04/2019,ESSENCE,55,2020,AUTOMATIQUE,75177,<5000km
NISSAN,GT R,V6 3.8NISMO,159990,08/08/2019,ESSENCE,55,2019,AUTOMATIQUE,75177,<5000km
NISSAN,GT R,BLACK EDITION,94790,24/09/2019,ESSENCE,55,-,AUTOMATIQUE,75177,<5000km
NISSAN,GT R,BLACK EDITION,89490,24/09/2019,ESSENCE,8500,2019,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,NISMO,159990,24/09/2019,ESSENCE,55,2019,AUTOMATIQUE,75177,<5000km
NISSAN,GT R,V6 3.8BLACK EDITION,68998,20/10/2019,ESSENCE,46000,2016,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,V6 3.8PRESTIGE,84999,04/12/2019,ESSENCE,14000,2018,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,BLACK EDITION,68998,02/02/2020,ESSENCE,46000,2016,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,75990,10/03/2020,ESSENCE,23400,2017,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,BLACK EDITION,75990,11/03/2020,ESSENCE,23400,2017,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,BLACK EDITION,68996,11/03/2020,ESSENCE,46000,2016,AUTOMATIQUE,75177,<50000km
NISSAN,GT R,BLACK EDITION,58500,21/03/2019,ESSENCE,56000,2012,MANUELLE,55000,<150000km
LAMBORGHINI,MURCIELAGO,LP640 4,190000,29/07/2019,ESSENCE,20000,2009,AUTOMATIQUE,25126,<50000km
NISSAN,GT R,PRESTIGE,93990,29/01/2019,ESSENCE,1400,2019,AUTOMATIQUE,70437,<5000km
NISSAN,GT R,PRESTIGE,102900,08/08/2019,ESSENCE,10,2020,AUTOMATIQUE,70437,<5000km
NISSAN,GT R,V6 3.8PRESTIGE,93990,03/04/2020,ESSENCE,1400,2019,AUTOMATIQUE,70437,<5000km
NISSAN,GT R,V6 3.8PRESTIGE,102900,03/04/2020,ESSENCE,10,2020,AUTOMATIQUE,70437,<5000km
MC LAREN,570S,V8 3.8,150000,06/04/2020,ESSENCE,46800,2016,AUTOMATIQUE,76275,<50000km
FERRARI,F8 TRIBUTO,,323680,06/02/2020,ESSENCE,50,2020,AUTOMATIQUE,86150,<5000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,531930,06/02/2020,ESSENCE,50,2020,AUTOMATIQUE,86150,<5000km
FERRARI,488,GTB,269900,06/04/2020,ESSENCE,13500,2017,AUTOMATIQUE,86150,<50000km
NISSAN,SKYLINE,GT R,32900,27/01/2020,ESSENCE,138500,1994,MANUELLE,70378,<150000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,59000,22/11/2019,ESSENCE,95000,2010,AUTOMATIQUE,25001,<150000km
NISSAN,GT R,V6 3.8TRACK EDITION,92980,12/12/2019,ESSENCE,6518,2019,AUTOMATIQUE,76287,<50000km
MC LAREN,720S,V8 4.0,249995,21/12/2019,ESSENCE,32000,2017,AUTOMATIQUE,76287,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,68990,04/01/2020,ESSENCE,19800,2016,AUTOMATIQUE,80689,<50000km
NISSAN,GT R,BLACK EDITION,49990,01/04/2020,ESSENCE,45000,2009,AUTOMATIQUE,45200,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,53999,23/11/2018,ESSENCE,31000,2009,AUTOMATIQUE,82140,<50000km
FERRARI,488,,249500,11/10/2019,ESSENCE,2141,2017,MANUELLE,16410,<5000km
NISSAN,SKYLINE,GT R,17000,11/04/2020,ESSENCE,175000,1994,MANUELLE,71334,<250000km
NISSAN,GT R,,69900,06/03/2020,ESSENCE,54000,2014,AUTOMATIQUE,70806,<150000km
NISSAN,GT R,V6 3.8,69900,06/03/2020,ESSENCE,54000,2014,AUTOMATIQUE,70806,<150000km
DE TOMASO,PANTERA,,169000,13/03/2020,ESSENCE,33000,1974,-,80687,<50000km
LAMBORGHINI,DIABLO,V12 6.0,279000,11/04/2020,ESSENCE,37800,2000,MANUELLE,80687,<50000km
NISSAN,GT R,BLACK EDITION,79900,16/03/2020,ESSENCE,6500,2017,AUTOMATIQUE,80337,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,79900,16/03/2020,ESSENCE,6500,2017,AUTOMATIQUE,80337,<50000km
LAMBORGHINI,DIABLO,V12 5.7,435000,13/12/2019,ESSENCE,30900,1994,MANUELLE,85521,<50000km
NISSAN,GT R,V6 3.8BLACK EDITION,74490,21/12/2019,ESSENCE,3110,2013,AUTOMATIQUE,71404,<5000km
PORSCHE,CARRERA GT,,830000,09/03/2020,ESSENCE,2650,2006,MANUELLE,86368,<5000km
WIESMANN,GT MF4,V8 4.8,131444,20/08/2019,ESSENCE,7700,2008,AUTOMATIQUE,73660,<50000km
FERRARI,812 SUPERFAST,,348812,22/08/2019,ESSENCE,953,2019,AUTOMATIQUE,73660,<5000km
FORD,GT,,599000,15/03/2019,ESSENCE,10000,2007,-,71638,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,299900,26/09/2019,ESSENCE,7650,2018,AUTOMATIQUE,80636,<50000km
LAMBORGHINI,AVENTADOR,SVJV12 6.5,459900,11/11/2019,ESSENCE,4520,2019,AUTOMATIQUE,80636,<5000km
LAMBORGHINI,AVENTADOR,SV12 6.5,289900,31/01/2020,ESSENCE,20900,2017,AUTOMATIQUE,80636,<50000km
LAMBORGHINI,AVENTADOR,SV12 6.5,299900,21/02/2020,ESSENCE,12100,2018,AUTOMATIQUE,80636,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,229900,27/02/2020,ESSENCE,24600,2013,AUTOMATIQUE,80636,<50000km
LAMBORGHINI,DIABLO,V12 5.7,559900,08/04/2020,ESSENCE,66801,1999,MANUELLE,80538,<150000km
LAMBORGHINI,AVENTADOR,SV12 6.5,379000,29/08/2019,ESSENCE,50,2020,MANUELLE,85640,<5000km
MC LAREN,720S,V8 4.0,276000,10/02/2020,ESSENCE,100,2019,AUTOMATIQUE,85640,<5000km
LAMBORGHINI,AVENTADOR,V12 6.5,355000,12/03/2020,ESSENCE,210,2014,AUTOMATIQUE,85640,<5000km
GEMBALLA,AVALANCHE,,209000,27/09/2019,ESSENCE,14314,2005,AUTOMATIQUE,80797,<50000km
GEMBALLA,AVALANCHE,,159000,18/10/2019,ESSENCE,14314,2005,AUTOMATIQUE,80797,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,105000,27/03/2020,ESSENCE,9700,2002,MANUELLE,75428,<50000km
FERRARI,488,GTB,225800,22/08/2018,ESSENCE,3900,2018,AUTOMATIQUE,81677,<5000km
FERRARI,F12,,178900,31/08/2018,ESSENCE,39900,2013,AUTOMATIQUE,81677,<50000km
FERRARI,812 SUPERFAST,,369885,01/05/2019,ESSENCE,1799,2017,AUTOMATIQUE,81677,<5000km
FERRARI,ENZO,,2499000,20/09/2019,ESSENCE,14500,2003,AUTOMATIQUE,81677,<50000km
FORD,GT,V8 5.4,349000,09/10/2019,ESSENCE,14800,2005,MANUELLE,81677,<50000km
FERRARI,F12 TDF,,810000,05/11/2019,ESSENCE,645,2016,AUTOMATIQUE,81677,<5000km
FERRARI,812 SUPERFAST,,365885,05/11/2019,ESSENCE,200,2017,AUTOMATIQUE,81677,<5000km
FERRARI,488,,283000,04/03/2020,ESSENCE,510,2018,-,81677,<5000km
FERRARI,F12,,198900,04/03/2020,ESSENCE,20650,2016,AUTOMATIQUE,81677,<50000km
FERRARI,812 SUPERFAST,,359900,05/04/2020,ESSENCE,350,2019,AUTOMATIQUE,81677,<5000km
FERRARI,812 SUPERFAST,,398900,05/04/2020,ESSENCE,150,2019,AUTOMATIQUE,81677,<5000km
FERRARI,812 SUPERFAST,,329500,05/04/2020,ESSENCE,21000,2017,AUTOMATIQUE,81677,<50000km
FERRARI,LAFERRARI APERTA,,3333333,22/08/2019,ESSENCE,50,2018,-,81679,<5000km
WIESMANN,MF3,V6 3.2,119900,23/08/2018,ESSENCE,25930,2008,AUTOMATIQUE,83083,<50000km
DE TOMASO,PANTERA,,107900,05/11/2019,ESSENCE,42140,1972,MANUELLE,83083,<50000km
BMW,M1,,625500,03/12/2019,ESSENCE,9952,1980,MANUELLE,83083,<50000km
BMW,M1,,625500,06/02/2020,ESSENCE,-,1980,MANUELLE,83083,NC
MERCEDES,SLR MCLAREN,,199000,04/10/2019,ESSENCE,38415,2005,AUTOMATIQUE,85630,<50000km
NISSAN,GT R,PREMIUM EDITION,62000,12/01/2020,ESSENCE,34500,2014,AUTOMATIQUE,80809,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,62000,12/01/2020,ESSENCE,34500,2014,AUTOMATIQUE,80809,<50000km
ASTON MARTIN,VANQUISH,V12 5.9,149888,15/03/2020,ESSENCE,22500,2017,AUTOMATIQUE,80809,<50000km
NISSAN,GT R,V6 3.8PREMIUM EDITION,45500,01/03/2020,ESSENCE,16000,2009,AUTOMATIQUE,85757,<50000km
MC LAREN,MP4 12C,V8 3.8,129999,08/01/2019,ESSENCE,3500,2012,AUTOMATIQUE,81827,<5000km
FORD,GT,67 HERITAGE EDITION,952000,25/12/2018,ESSENCE,20,2020,AUTOMATIQUE,85540,<5000km
BUGATTI,CHIRON,W16 8.0,3213000,15/04/2019,ESSENCE,500,2020,AUTOMATIQUE,85540,<5000km
KOENIGSEGG,REGERA,,3927000,01/07/2019,ESSENCE,100,2020,AUTOMATIQUE,85540,<5000km
MC LAREN,570S SPIDER,V8 3.8,174900,31/05/2018,ESSENCE,9800,2019,AUTOMATIQUE,80807,<50000km
MC LAREN,570S SPIDER,V8 3.8,189900,12/04/2019,ESSENCE,50,2019,AUTOMATIQUE,80807,<5000km
MC LAREN,720S,V8 4.0,259900,18/06/2019,ESSENCE,15050,2018,AUTOMATIQUE,80807,<50000km
MC LAREN,720S,V8 4.0,304700,20/09/2019,ESSENCE,10,2020,AUTOMATIQUE,80807,<5000km
MC LAREN,570S SPIDER,V8 3.8,168000,22/11/2019,ESSENCE,24400,2018,AUTOMATIQUE,80807,<50000km
MC LAREN,MP4 12C,V8 3.8,114800,16/01/2020,ESSENCE,19800,2014,AUTOMATIQUE,80807,<50000km
MC LAREN,570S SPIDER,V8 3.8,168000,29/01/2020,ESSENCE,4499,2018,AUTOMATIQUE,80807,<5000km
MC LAREN,600LT,V8 3.8,313547,18/03/2020,ESSENCE,1050,2020,AUTOMATIQUE,80807,<5000km
MC LAREN,GT,V8 4.0,258925,21/03/2020,-,3500,2020,AUTOMATIQUE,80807,<5000km
MC LAREN,600LT,V8 3.8,249900,27/03/2020,ESSENCE,12900,2019,AUTOMATIQUE,80807,<50000km
LAMBORGHINI,AVENTADOR,V12 6.5,445000,03/06/2018,ESSENCE,90,2020,AUTOMATIQUE,81829,<5000km
MERCEDES,SLR MCLAREN,722 EDITIONEXCLUSIVE EDITION,560000,04/06/2019,ESSENCE,16350,2006,AUTOMATIQUE,81829,<50000km
FERRARI,488,GTB70TH ANNIVERSARY,349900,26/10/2019,ESSENCE,61,2020,AUTOMATIQUE,81829,<5000km
FERRARI,488 PISTA SPIDER,,594900,14/11/2019,ESSENCE,30,2020,AUTOMATIQUE,81829,<5000km
FERRARI,812 SUPERFAST,,355810,14/11/2019,ESSENCE,100,2020,AUTOMATIQUE,81829,<5000km
