marque,modele,prix,generation,carrosserie,annee,date,energie,kilometrage,transmition,code postal,chevaux_fiscaux,chevaux_din,etat
FERRARI,LAFERRARI,2775000,1 génération,aperta roadster,2016,30/03/2020,HYBRIDE,3219,AUTOMATIQUE,98000,1,963,<5000km
FERRARI,456,68070,1 génération,Coupé,2000,30/03/2020,ESSENCE,99820,MANUEL,16000,31,442,<150000km
FERRARI,ENZO,2310000,1 génération,Coupé,2005,30/03/2020,ESSENCE,11550,MANUEL,98000,66,660,<50000km
FERRARI,TESTAROSSA,108620,1 génération,Coupé,1992,30/03/2020,ESSENCE,82080,MANUEL,28000,28,390,<150000km
FERRARI,550,116400,1 génération,Coupé,1998,30/03/2020,ESSENCE,60600,MANUEL,75000,31,479,<150000km
FERRARI,612 SCAGLIETTI,95700,1 génération,Coupé,2009,30/03/2020,ESSENCE,48140,AUTOMATIQUE,16000,50,540,<50000km
FERRARI,458,195380,1 génération,Coupé,2013,30/03/2020,ESSENCE,10235,AUTOMATIQUE,21000,49,570,<50000km
FERRARI,575,126490,1 génération,Coupé,2004,23/05/2020,ESSENCE,43700,MANUEL,95000,47,515,<50000km
FERRARI,TESTAROSSA,143990,1 génération,Coupé,1989,30/03/2020,ESSENCE,73205,MANUEL,37000,34,390,<150000km
FERRARI,456,102790,1 génération,Coupé,2003,30/03/2020,ESSENCE,85188,MANUEL,75000,40,442,<150000km
FERRARI,TESTAROSSA,202950,1 génération,Coupé,1991,30/03/2020,ESSENCE,15990,MANUEL,92000,28,390,<50000km
FERRARI,F430,96120,1 génération,Coupé,2006,30/03/2020,ESSENCE,57575,AUTOMATIQUE,64000,43,490,<150000km
FERRARI,F430,89230,1 génération,Coupé,2006,30/03/2020,ESSENCE,43208,AUTOMATIQUE,59000,43,490,<50000km
FERRARI,CALIFORNIA,111920,1 génération,Cabriolet,2010,30/03/2020,ESSENCE,67649,AUTOMATIQUE,6000,37,460,<150000km
FERRARI,575,140800,1 génération,Coupé,2003,13/04/2020,ESSENCE,6160,MANUEL,98000,47,515,<50000km
FERRARI,488,212680,1 génération,spider roadster,2017,30/04/2020,ESSENCE,24640,AUTOMATIQUE,2000,62,670,<50000km
FERRARI,FF,187370,1 génération,Coupé,2014,13/04/2020,ESSENCE,82500,AUTOMATIQUE,73000,63,660,<150000km
FERRARI,CALIFORNIA,143640,1 génération,Cabriolet,2013,30/03/2020,ESSENCE,24966,AUTOMATIQUE,68000,37,490,<50000km
FERRARI,488,236690,1 génération,spider roadster,2017,30/03/2020,ESSENCE,21420,AUTOMATIQUE,67000,61,670,<50000km
